time_sec,goal_position_rad,input_voltage_V,torque_enable,m3_position_rad,m3_velocity_rad_s,m3_pwm_fraction,m3_current_A,m3_motor_torque_Nm,m3_friction_torque_Nm,m3_friction_limit_Nm
0.018000000000000002,4.31786314187943e-05,12.0,1,2.0230120673718938e-07,3.998605572586702e-05,0.0001814684051168385,0.0008987305564876376,0.001991741216069621,-0.001904167028849456,0.17201955899085286
0.019,4.31786314187943e-05,12.0,1,2.4526387644941736e-07,4.2962669712227955e-05,0.00018131928129446566,0.0008951226614543525,0.0019837455012369897,-0.0019052870817828943,0.17201829820126194
0.02,0.00017270387199394,12.0,1,2.9089405905511753e-07,4.563018260570016e-05,0.0007267886400387463,0.003708637736427929,0.00821897795929258,-0.00752445109490135,0.172999691141913
0.021,0.00017270387199394,12.0,1,3.601157591112992e-07,6.922170005618168e-05,0.0007267495422573245,0.0036859427881391197,0.008168682057392853,-0.007545012665763519,0.1729917711002846
0.022,0.00017270387199394,12.0,1,4.505232512992717e-07,9.040749218797246e-05,0.0007265954492552634,0.003664947876864922,0.008122153729396564,-0.007562260966420535,0.17298444292097712
0.023,0.00017270387199394,12.0,1,5.599515414004259e-07,0.00010942829010115421,0.0007263380577778619,0.003645483865909846,0.008079018139347457,-0.007576529481271278,0.17297764772267069
0.024,0.00017270387199394,12.0,1,6.864522846360407e-07,0.00012650074323561472,0.0007259878941724149,0.003627398536665017,0.008038937944673882,-0.007588118331280738,0.17297133251371022
0.025,0.00017270387199394,12.0,1,8.282721130165452e-07,0.0001418198283805046,0.0007255544314695069,0.00361055489620955,0.008001609545542866,-0.007597297611497013,0.17296544960293336
0.026000000000000002,0.00017270387199394,12.0,1,9.838331307149398e-07,0.00015556101769839453,0.0007250461947520744,0.003594829654211053,0.007966759709410132,-0.007604310394699787,0.17295995606943665
0.027,0.00017270387199394,12.0,1,1.1517153605860404e-06,0.0001678822298711006,0.0007244708559838726,0.003580111852189405,0.007934142533233289,-0.007609375434578734,0.17295481328538334
0.028,0.00017270387199394,12.0,1,1.3306409466486465e-06,0.00017892558606260594,0.0007238353193517742,0.0035663016299021626,0.007903536709570096,-0.007612689598499459,0.17294998648654727
0.029,0.00017270387199394,12.0,1,1.5194599368728503e-06,0.00018881899022420376,0.0007231457980708478,0.003553309115134591,0.007874743066162555,-0.007614430056907599,0.17294544438581744
0.03,0.00038854376331049487,12.0,1,1.7171374881866393e-06,0.000197677551313789,0.0016316466769175993,0.008235120086056626,0.018250439997037536,-0.01697732813456575,0.17457851822898318
0.031,0.00038854376331049487,12.0,1,1.9580734826400495e-06,0.00024093599445341,0.0016310947196258526,0.00819102619479927,0.01815272036353871,-0.017010120305147307,0.17456312471779928
0.032,0.00038854376331049487,12.0,1,2.2378381462936736e-06,0.0002797646636536242,0.0016303317817721531,0.008150066612709434,0.018061946897284107,-0.017036819423817986,0.1745488224184704
0.033,0.00038854376331049487,12.0,1,2.552445004116144e-06,0.0003146068578224704,0.0016293794013094304,0.008111929873351525,0.017977429335176827,-0.0170580395791168,0.1745355029006043
0.034,0.00038854376331049487,12.0,1,2.8983065343004507e-06,0.00034586153018430666,0.0016282569609384185,0.008076335664469615,0.01789854645713098,-0.017074333421800775,0.17452306857946032
0.035,0.00038854376331049487,12.0,1,3.2721942587018726e-06,0.000373887724401422,0.0016269819037094862,0.008043031711484077,0.01782473917936513,-0.017086198310786515,0.17451143163100635
0.036000000000000004,0.00038854376331049487,12.0,1,3.6712028256300236e-06,0.000399008566928151,0.0016255699270567303,0.008011790972747629,0.017755504338608157,-0.017094081844282343,0.17450051301550812
0.037,0.00038854376331049487,12.0,1,4.092717685619805e-06,0.0004215148599897808,0.001624035157421867,0.007982409115374017,0.01769038909810225,-0.017098386837613614,0.17449024159879367
0.038,0.00038854376331049487,12.0,1,4.534386000757559e-06,0.0004416683151377544,0.0016223903074096147,0.007954702243572203,0.017628985913201424,-0.017099475803091117,0.1744805533614223
0.039,0.00038854376331049487,12.0,1,4.994090464093687e-06,0.00045970446333612827,0.0016206468172220356,0.007928504854226647,0.01757092800058645,-0.017097674981735762,0.17447139068696424
0.04,0.0006906450501049543,12.0,1,5.469925738031171e-06,0.00047583527393748335,0.0028914351997250793,0.014473739776078822,0.03207629233765684,-0.030197644340935557,0.17675443926712137
0.041,0.0006906450501049543,12.0,1,6.009628628393203e-06,0.0005397028903620321,0.0028898452510294826,0.014404637501620925,0.03192314983330065,-0.03023813515127725,0.1767303064505687
0.042,0.0006906450501049543,12.0,1,6.606629026601579e-06,0.0005970003982083765,0.002887943612393373,0.014340190291773117,0.03178032375134765,-0.03026960150616403,0.17670779431777525
0.043000000000000003,0.0006906450501049543,12.0,1,7.255014359258823e-06,0.0006483853326572432,0.0028857622285741744,0.014279936145145838,0.031646790217397636,-0.030292954248721225,0.17668674203278484
0.044,0.0006906450501049543,12.0,1,7.949463811127808e-06,0.0006944494518689844,0.0028833298474922834,0.014223459270706082,0.03152162776713438,-0.030309013092736887,0.17666700484677408
